CODMEC;ANO;DEP;NOME;SETEDU;DISTRITO07;SUBPREF;CORED;ZONA;EFABAND9ANOS1S;EFABAND9ANOS2S;EFABAND9ANOS3S;EFABAND9ANOS4S;EFABAND9ANOS5S;EFABAND9ANOS6S;EFABAND9ANOS7S;EFABAND9ANOS8S;EFABAND9ANOS9S;EFABAND1S;EFABAND2S;EFABAND3S;EFABAND4S;EFABAND5S;EFABAND6S;EFABAND7S;EFABAND8S;TOTALEF_ABAND;EFAPROV9ANOS1S;EFAPROV9ANOS2S;EFAPROV9ANOS3S;EFAPROV9ANOS4S;EFAPROV9ANOS5S;EFAPROV9ANOS6S;EFAPROV9ANOS7S;EFAPROV9ANOS8S;EFAPROV9ANOS9S;EFAPROV1S;EFAPROV2S;EFAPROV3S;EFAPROV4S;EFAPROV5S;EFAPROV6S;EFAPROV7S;EFAPROV8S;TOTALEF_APROV;EFREPROV9ANOS1S;EFREPROV9ANOS2S;EFREPROV9ANOS3S;EFREPROV9ANOS4S;EFREPROV9ANOS5S;EFREPROV9ANOS6S;EFREPROV9ANOS7S;EFREPROV9ANOS8S;EFREPROV9ANOS9S;EFREPROV1S;EFREPROV2S;EFREPROV3S;EFREPROV4S;EFREPROV5S;EFREPROV6S;EFREPROV7S;EFREPROV8S;TOTALEF_REPROV;CONCLUINTES_EF;EMABAND1S;EMABAND2S;EMABAND3S;EMABAND4S;TOTAL_EM_ABAND;EMREPROV1S;EMREPROV2S;EMREPROV3S;EMREPROV4S;TOTAL_EM_REPROV;EMAPROV1S;EMAPROV2S;EMAPROV3S;EMAPROV4S;TOTAL_EM_APROV;CONCLUINTES_EM;CONCLUINTES_EJA;EPAPROV;EPREPROV;EPABAND;EJAIABAND;EJAIAPROV;EJAIREPROV;EJAITOTAL;EJAIIABAND;EJAIIAPROV;EJAIIREPROV;EJAIITOTAL;EJATOTAL
35238156;2016;MUNICIPAL;JARDIM MONJOLO;2908;FREGUESIA DO O;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35359993;2016;MUNICIPAL;JARDIM MITSUTANI I - PAULO PATARRA, JORNALISTA;1706;CAMPO LIMPO;CAMPO LIMPO;CAMPO LIMPO;SUL;2;0;0;0;0;1;3;3;1;0;0;0;0;0;0;0;0;10;85;88;101;119;93;84;101;85;132;0;0;0;0;0;0;0;0;888;2;0;17;1;2;12;22;19;12;0;0;0;0;0;0;0;0;87;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238909;2016;MUNICIPAL;JARDIM REBOUCAS;1702;CAMPO LIMPO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35237735;2016;MUNICIPAL;JARDIM MATARAZZO;2804;ERMELINO MATARAZZO;ERMELINO MATARAZZO;PENHA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35239094;2016;MUNICIPAL;JARDIM NAKAMURA;4305;JARDIM ANGELA;M'BOI MIRIM;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35239033;2016;MUNICIPAL;JARDIM MARIA ALICE;4303;JARDIM ANGELA;M'BOI MIRIM;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35237280;2016;MUNICIPAL;JARDIM MAIA;4403;JARDIM HELENA;SAO MIGUEL;SAO MIGUEL;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238946;2016;MUNICIPAL;JARDIM MACEDONIA;1901;CAPAO REDONDO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238788;2016;MUNICIPAL;JARDIM LUSO;2205;CIDADE ADEMAR;CIDADE ADEMAR;SANTO AMARO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35239185;2016;MUNICIPAL;JARDIM KLEIN;4603;JARDIM SAO LUIS;M'BOI MIRIM;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35303756;2016;MUNICIPAL;JARDIM KERALUX;2801;ERMELINO MATARAZZO;ERMELINO MATARAZZO;PENHA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35237255;2016;MUNICIPAL;JARDIM MILIUNAS;3607;ITAIM PAULISTA;ITAIM PAULISTA;SAO MIGUEL;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238028;2016;MUNICIPAL;JARDIM PANAMERICANO;4207;JARAGUA;PIRITUBA;PIRITUBA;OESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35237747;2016;MUNICIPAL;JARDIM POPULAR;6404;PONTE RASA;ERMELINO MATARAZZO;PENHA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238375;2016;MUNICIPAL;JARDIM PERI;1302;CACHOEIRINHA;CASA VERDE/CACHOEIRINHA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35087185;2016;MUNICIPAL;JARDIM PEDRO JOSE NUNES;8703;VILA JACUI;SAO MIGUEL;SAO MIGUEL;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35428848;2016;MUNICIPAL;JARDIM PAULO VI;6503;RAPOSO TAVARES;BUTANTA;BUTANTA;OESTE;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;8;89;84;80;84;75;75;76;29;43;0;0;0;0;0;0;0;0;635;1;0;20;1;3;23;12;3;9;0;0;0;0;0;0;0;0;72;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35356803;2016;MUNICIPAL;JARDIM PAULISTANO;1103;BRASILANDIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35356773;2016;MUNICIPAL;JARDIM PAULISTANO;1103;BRASILANDIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35271007;2016;MUNICIPAL;JARDIM MONTE BELO;306;ANHANGUERA;PERUS;PIRITUBA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35356815;2016;MUNICIPAL;JARDIM PAULISTANO;1103;BRASILANDIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;158;122;124;128;132;128;117;0;136;0;0;0;0;0;0;0;0;1045;0;1;6;0;0;7;11;0;1;0;0;0;0;0;0;0;0;26;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;1;5;20;26;17;75;7;99;125
35585497;2016;MUNICIPAL;JARDIM MYRNA;3004;GRAJAU;CAPELA DO SOCORRO;CAPELA DO SOCORRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35287672;2016;MUNICIPAL;JARDIM NOVO SANTO AMARO - ALICE ALVES MARTINS;4602;JARDIM SAO LUIS;M'BOI MIRIM;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35418808;2016;MUNICIPAL;JARDIM NOVO PARELHEIROS I;5507;PARELHEIROS;PARELHEIROS;CAPELA DO SOCORRO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35239410;2016;MUNICIPAL;JARDIM NOVO PARELHEIROS;5507;PARELHEIROS;PARELHEIROS;CAPELA DO SOCORRO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35236974;2016;MUNICIPAL;JARDIM NOVE DE JULHO;7301;SAO MATEUS;SAO MATEUS;SAO MATEUS;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35237059;2016;MUNICIPAL;JARDIM NAZARE;8408;VILA CURUCA;ITAIM PAULISTA;SAO MIGUEL;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238910;2016;MUNICIPAL;JARDIM UMARIZAL;1702;CAMPO LIMPO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35455817;2016;MUNICIPAL;JARDIM PAULISTANO;1103;BRASILANDIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35053855;2016;MUNICIPAL;JOAO SUSSUMU HIRATA, DEP.;5802;PEDREIRA;CIDADE ADEMAR;SANTO AMARO;SUL;1;2;0;0;1;3;0;1;4;0;0;0;0;0;0;0;0;12;85;89;60;96;99;123;111;29;131;0;0;0;0;0;0;0;0;823;0;0;0;1;0;0;10;0;5;0;0;0;0;0;0;0;0;16;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;3;37;16;56;20;254;173;447;503
35053867;2016;MUNICIPAL;JOAQUIM CANDIDO DE AZEVEDO MARQUES, DES.;7101;SANTO AMARO;SANTO AMARO;SANTO AMARO;SUL;0;0;0;0;0;2;1;3;3;0;0;0;0;0;0;0;0;9;24;26;32;34;37;51;46;26;54;0;0;0;0;0;0;0;0;330;0;0;0;1;1;7;2;4;3;0;0;0;0;0;0;0;0;18;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35054276;2016;MUNICIPAL;JOAQUIM BENTO ALVES DE LIMA NETO;3007;GRAJAU;CAPELA DO SOCORRO;CAPELA DO SOCORRO;SUL;2;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;5;118;90;113;107;63;85;122;10;102;0;0;0;0;0;0;0;0;810;0;0;12;0;0;5;0;5;2;0;0;0;0;0;0;0;0;24;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;8;66;19;93;93
35246116;2016;MUNICIPAL;JOAQUIM ANTONIO DA ROCHA;3405;IPIRANGA;IPIRANGA;IPIRANGA;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35053211;2016;MUNICIPAL;JOAO XXIII;6505;RAPOSO TAVARES;BUTANTA;BUTANTA;OESTE;1;0;0;0;0;1;3;0;5;0;0;0;0;0;0;0;0;10;87;86;87;100;91;110;93;0;98;0;0;0;0;0;0;0;0;752;0;0;9;0;1;11;5;0;0;0;0;0;0;0;0;0;0;26;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;11;10;28;49;65;71;79;215;264
35280835;2016;MUNICIPAL;JOAO UBALDO RIBEIRO;7606;SAPOPEMBA;SAPOPEMBA;SAO MATEUS;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35052553;2016;MUNICIPAL;JOAO ORTALE, PROF.;8502;VILA FORMOSA;ARICANDUVA/FORMOSA/CARRAO;ITAQUERA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35051664;2016;MUNICIPAL;JOAO THEODORO;901;BOM RETIRO;SE;IPIRANGA;CENTRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35054136;2016;MUNICIPAL;JOAQUIM NABUCO;6802;SACOMA;IPIRANGA;IPIRANGA;SUL;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;71;73;82;83;82;94;101;0;104;0;0;0;0;0;0;0;0;690;0;1;2;0;0;5;0;0;5;0;0;0;0;0;0;0;0;13;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35223189;2016;MUNICIPAL;JOAO RUBENS MARCELO;8502;VILA FORMOSA;ARICANDUVA/FORMOSA/CARRAO;ITAQUERA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35055219;2016;MUNICIPAL;JOAO RIBEIRO DE BARROS;9607;LAJEADO;GUAIANASES;GUAIANASES;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;119;132;127;106;137;129;0;126;0;0;0;0;0;0;0;0;991;0;0;0;0;3;2;2;0;3;0;0;0;0;0;0;0;0;10;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;31;18;18;67;95;123;88;306;373
35054461;2016;MUNICIPAL;JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA;8106;TREMEMBE;JACANA/TREMEMBE;JACANA/TREMEMBE;NORTE;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;4;53;59;55;68;64;60;50;0;47;0;0;0;0;0;0;0;0;456;0;1;9;3;3;18;11;0;2;0;0;0;0;0;0;0;0;47;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35054859;2016;MUNICIPAL;JOAO PINHEIRO, PRES.;9101;VILA MATILDE;PENHA;PENHA;LESTE;1;1;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;7;44;58;64;64;59;89;91;0;109;0;0;0;0;0;0;0;0;578;1;1;6;0;0;9;4;0;4;0;0;0;0;0;0;0;0;25;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;13;31;2;46;101;75;7;183;229
35098644;2016;MUNICIPAL;JOAO PEDRO DE CARVALHO NETO, DR.;1904;CAPAO REDONDO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;61;52;67;71;58;85;26;47;0;0;0;0;0;0;0;0;467;0;0;6;0;0;8;12;7;8;0;0;0;0;0;0;0;0;41;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238934;2016;MUNICIPAL;JARDIM TRES ESTRELAS;1904;CAPAO REDONDO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238144;2016;MUNICIPAL;JOAO TONIOLO, VER.;2904;FREGUESIA DO O;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35242226;2016;MUNICIPAL;JORGE AMADO;6102;PERUS;PERUS;PIRITUBA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35237760;2016;MUNICIPAL;MANOEL DA NOBREGA,PDE.;503;ARTUR ALVIM;PENHA;PENHA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35052231;2016;MUNICIPAL;JOSE AUGUSTO CESAR, DR.;7004;SANTANA;SANTANA/TUCURUVI;JACANA/TREMEMBE;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35092976;2016;MUNICIPAL;JOSE AUGUSTO CESAR SALGADO, DR.;2506;CIDADE TIRADENTES;CIDADE TIRADENTES;GUAIANASES;LESTE;1;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;191;97;83;91;87;114;135;31;90;0;0;0;0;0;0;0;0;919;0;2;16;1;0;3;11;10;6;0;0;0;0;0;0;0;0;49;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35083948;2016;MUNICIPAL;JOSE AMERICO DE ALMEIDA;4403;JARDIM HELENA;SAO MIGUEL;SAO MIGUEL;LESTE;0;2;1;0;0;3;2;0;3;0;0;0;0;0;0;0;0;11;130;113;138;96;86;157;114;60;142;0;0;0;0;0;0;0;0;1036;0;0;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;6;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35054240;2016;MUNICIPAL;JOSE AMADEI, ENG.;2304;CIDADE DUTRA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;SUL;0;0;0;0;1;2;1;0;6;0;0;0;0;0;0;0;0;10;87;69;79;74;78;86;72;0;65;0;0;0;0;0;0;0;0;610;0;0;3;1;2;2;4;0;0;0;0;0;0;0;0;0;0;12;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35094766;2016;MUNICIPAL;JOSE ALOYSIO RODRIGUES CORREA, PROF.;103;AGUA RASA;MOOCA;PENHA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35237449;2016;MUNICIPAL;JOAQUIM GOUVEIA FRANCO JR., VER.;9605;LAJEADO;GUAIANASES;GUAIANASES;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35054069;2016;MUNICIPAL;JORGE AMERICANO, PROF.;1907;CAPAO REDONDO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;1;2;3;4;0;0;0;0;0;0;0;0;10;80;82;87;112;91;96;154;81;106;0;0;0;0;0;0;0;0;889;2;0;8;0;0;0;3;9;6;0;0;0;0;0;0;0;0;28;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;84;194;9;287;287
